content,score,cleaned_text
"Sebelumnya sy senang sekali menggunakan aplikasi ini, tidak ada masalah baik transportasi go ride, go car ataupun go sendnya, tapi sy kecewa 2 hari ini aplikasinya ngak bisa dibuka, 5x sy unsinstal trus instal lg, pertama - tama bisa trus tidak bisa lagi, semoga kedepannya lancar, anehnya apk lain tidak apa².",3,sy senang aplikasi transportasi go ride go car go sendnya sy kecewa aplikasi ngak buka x sy unsinstal trus instal lg tama trus moga depan lancar aneh apk apa
"Fitur pusat bantuan kurang membantu sihh, gabisa to the point sampaikan masalah/keluhannya mesti chat bot dulu kadang auto ditutup laporannya. Mana sekarang gabisa komplain via Email, harus lewat fitur pusat bantuan. Padahal masalah Gojek itu lebih kompleks gak itu-itu aja yang ada di fitur pusat bantuan.",2,fitur pusat bantu bantu sihh gabisa to the point masalahkeluhannya mesti chat bot kadang auto tutup lapor gabisa komplain via email fitur pusat bantu gojek kompleks gak ituitu aja fitur pusat bantu
"tolong banget adain fitur chat buat ke resto nya, susah banget tau ga kalo fitur chat tu cuma ada pas resto nya ngabarin jadi ga bisa request pesanan kita. terus juga kalo emang GA ADA DRIVER tuh suka ga cepet"" konfirmasi, ini mah orang udah nungguin lama eh ujung-ujungnya dibatalin karena ga dapet driver nya. mohon untuk aplikasi nya segera diperbaiki karena setelah saya baca review lain rata-rata keluhan nya sama, jangan cuma bales terimakasih atas masukannya doang.",1,tolong banget adain fitur chat resto nya susah banget tau ga kalo fitur chat tu pas resto nya ngabarin ga request pesan kalo emang ga driver tuh suka ga cepet konfirmasi mah orang udah nungguin eh ujungujungnya dibatalin ga dapet driver nya mohon aplikasi nya baik baca review ratarata keluh nya bales terimakasih masuk doang
Aplikasi go-jek terlalu kaku jadi tolong diperbaiki lagi dari segi pelayanan maupun aplikasi itu sendiri karena saya lupa memencet tombol back ketika akan memberi bintang kepada driver mungkin driver merasa kecewa itu saja terima kasih,2,aplikasi gojek kaku tolong baik segi layan aplikasi lupa pencet tombol back bintang driver driver kecewa terima kasih
"Sudah hampir 3 bulan Paylater ku di blokir,,katanya akunnya lagi di review tapi kok gak selsai2. Padahal bayar gak pernah telat dan gak pernah di pake aneh2..dah lah mending uninstall aja apk gak berguna gini mah..",1,paylater ku blokirkatanya akun review gak selsai bayar gak telat gak pake aneh dah mending uninstall aja apk gak guna gin mah
"Ketika masuk gang/jalan yg belum ada nama jalannya (jalan perumahan baru), titik sudah benar, jalan di maps jg sudah ada cuma blm isi nama jalan, lalu pesen gojek/gofood, Tp pada akhirnya driver berhenti di jalan utama, krn titik point td pindah dengan sendirinya ke jalan utama.",1,masuk gangjalan yg nama jalan jalan rumah titik jalan maps jg blm isi nama jalan sen gojekgofood tp driver henti jalan utama krn titik point td pindah jalan utama
"Gojek masih saja ruwet, mbok di kasih menu menyingkirkan resto yang tidak saya minati! Awal tahun selalu reset promo, pusiing, mau di andalkan, ganti tahun malah bencana, voucher reset semua, pelit, Gopay ruwwet , .. 👎🏿 Aplikasinya kurang sipp .. Bagaimana bisa menyingkirkan menu food yang tidak kita minati ?! Nonggoool terus Tuku nasi goreng teko Ngasem , masuk akal nggak ?! 🤦🏻‍♂️ Nggak usah kebanyakan filter , tampilkan saja semua yang terdekat .. Dan singkirkan yang tidak saya sukai !!!",1,gojek ruwet mbok kasih menu singkir resto minat reset promo pusiing andal ganti bencana voucher reset pelit gopay ruwwet  aplikasi sipp singkir menu food minat nonggoool tuku nasi goreng teko ngasem masuk akal nggak  nggak banyak filter tampil dekat singkir suka
"Jujur saya dr dulu pakai gojek, kecewa sekali kmrn ada iklan limit pnjmangojek, eh ketika d byr lunas dan ngambil lagi tidak bisa! Ini seperti permainan .. jngn trtipu teman2.. wlaupun ini resmi ttep saja klo kalian btuh dana darurat mengandalkan apk ini dngn cara ttup lubang gali lobang salah.. settingan nya ini bukan main yg ada kita jatuh sndri. Tambah lg hpus akun nya ribet msh mnding apk ilegal ga susah.. ini bnyak langkah dan malah gabisa hapus akun. Bnr bnr ga hbis pkir",1,jujur dr pakai gojek kecewa kmrn iklan limit pnjmangojek eh d byr lunas ngambil main jngn trtipu teman wlaupun resmi ttep klo btuh dana darurat andal apk dngn ttup lubang gali lobang salah settingan nya main yg jatuh sndri lg hpus akun nya ribet msh mnding apk ilegal ga susah bnyak langkah gabisa hapus akun bnr bnr ga hbis pkir
"Aplikasi nya sudah bagus,banyak fitur dan animasi yang menarik. Menurut saya aplikasi ojol paling bagus adalah gojek.Mungkin perlu ditingkatkan lagi secara manajemen dan juga efektifitas operasional sehingga harga sahamnya bisa naik😄",5,aplikasi nya bagusbanyak fitur animasi tarik aplikasi ojol bagus gojekmungkin tingkat manajemen efektifitas operasional harga saham naik
"Ketidaknyamannya saya pake aplikasi ini. Mengecewakan. Orderan saya di anggap enteng, tapi yang bikin aku kecewa yang menunggu orderan saya anak"" saya sampe berjam"" posisi stay saya lagi di rantauan.",1,ketidaknyamannya pake aplikasi kecewa order anggap enteng bikin kecewa tunggu order anak sampe jam posisi stay rantau
"Sekarang jadi terlalu banyak biaya tambahan, sehingga ongkir membengkak. Dan pembatalan pesanannya tolong lebih update lagi, masa iya udah hampir 1 jam baru ada pembatalan, kita udah ngira mau nyampe pesanan malah dibatalkan resto, kan jadi lama lagi nunggunya.",1,biaya tambah ongkir bengkak batal pesan tolong update iya udah jam batal udah ngira nyampe pesan batal resto nunggunya
"Mudah di hack, masuk aplikasi via google,youtube,dll Sudah dua kali dibajak.. Setiap kali top up pasti diklaim transaksi via aplikasi lainnya. Melalui nomor tidak dikenal.. Mohon gojek indonesia melalui go pay agar lebih seleksi lagi. Kapok saya..",1,mudah hack masuk aplikasi via googleyoutubedll kali bajak kali top up klaim transaksi via aplikasi nomor kenal mohon gojek indonesia go pay seleksi kapok
"driver nya selalu meng klik sudh dalam perjalanan padahal belum jemput, kan saya jadi tidak tau driver nya sampai mana, tolong dong di perbaiki supaya kalo pelanggan belum benar2 di jemput, status dalam perjalanan nya tidak bisa di pencet🙏🏻🙏🏻🙏🏻,saya suka kesel kalo drivernya selalu seperti itu, saya jadi tidak tau posisi drivernya di mana",5,driver nya meng klik sudh jalan jemput tau driver nya tolong baik kalo langgan jemput status jalan nya pencet saya suka kesel kalo drivernya tau posisi drivernya
"Saya sangat kecewa terhadap aplikasi gojek, karena aplikasi nya seperti mengalami error, saya memesan gocar (memang sedang macet) dan di aplikasi awalnya tertulis nya 3 menit lagi dan tiba tiba berubah menjadi 10 menit dan ternyata ketika saya cek gocar nya sudah sampe di tujuan",2,kecewa aplikasi gojek aplikasi nya alami error mes gocar macet aplikasi tulis nya menit ubah menit cek gocar nya sampe tuju
"Untuk gofood tolong tambahin fitur bisa upload foto dong untuk review kaya di grabfood udh bisa. Biar jd bukti kalo makanan yg dikirim tuh suka beda banget ama judul atau foto menu. Judul dan foto misalnya jumbo tp nyatanya yg dateng dikit/ kecil bgt. Ga sesuai juga ama harganya yg mahal kadang tuh. Buat referensi juga utk kalo mau beli bisa liat review2 org dgn foto, jd ga ketipu. Ga cuma review tulisan2 doang. Ni saya abis pesen gofood kecewa, udh fotoin tp ga ada fitur upload foto.",3,gofood tolong tambahin fitur upload foto review kaya grabfood udh biar jd bukti kalo makan yg kirim tuh suka beda banget ama judul foto menu judul foto jumbo tp yg dateng dikit bgt ga sesuai ama harga yg mahal kadang tuh referensi utk kalo beli liat review org dgn foto jd ga tipu ga review tulis doang ni abis sen gofood kecewa udh fotoin tp ga fitur upload foto
"Bugs nya banyak banget terutama saat pesan custom gofood, catatan hilang sendiri jadinya pesanan salah, ini fatal sih Kemudian add topping walaupun sudah dicentang masih gak ngupdate... Proses bisnis utama dari aplikasi ini yaitu pemesanan malah bugs fatal disana...",1,bugs nya banget pesan custom gofood catat hilang pesan salah fatal sih add topping centang gak ngupdate proses bisnis utama aplikasi mesan bugs fatal sana
"Ribet, beda jauh dengan MAXIM, Kalau MAXIM Simpel, titik jemput bisa kita atur sendiri, Kalau GOJEK mengikuti titik biru di Maps, sedangkan titik biru di Maps bisa pindah pindah,.",1,ribet beda maxim maxim simpel titik jemput atur gojek ikut titik biru maps titik biru maps pindah pindah
"Aplikasi ini sangat membantu, tetapi banyak kekurangan juga salah satunya keterlambatan untuk menjemput pelanggan. Saya tau keterlambatan tersebut karena ada kendala di perjalanan, tapi kalo bisa mencari rute yang aman dan sepi dgn pengendara jadi lebih cepat untuk sampai. Terima kasih :)",5,aplikasi bantu kurang salah satu lambat jemput langgan tau lambat kendala jalan kalo cari rute aman sepi dgn kendara cepat terima kasih
"Menurutku go-jek ini sangat membantu dan ternyata harganya nggak semahal itu kok masih banyak diskon atau promo menarik dalam menggunakan go-jek dan juga di dalam go-jek ini ada juga pemesanan makanan yang sering sekali aku pakai karena malas keluar, itu sangat membantu dan lumayan banyak promonya tetapi ada juga driver yang kadang mengesalkan. Namun tidak banyak jadi tetaplah memakai go-jek 💜💜",5,turut gojek bantu harga nggak mahal diskon promo tarik gojek gojek mesan makan pakai malas bantu lumayan promonya driver kadang kesal tetap pakai gojek 
"Paling sering pake gojek dari yg lain. Tapi tolong diperbaiki sistem/option di customer service nya. Ada bnyak toko yang sebenarnya tutup tp di apk masih buka. Mau batalin pesanan susah. Kasihan drivernya ngabisin waktu, tp respon dari pusat lama dan susah. Ayolah. Yu can du beter dan dis.",3,pake gojek yg tolong baik sistemoption customer service nya bnyak toko tutup tp apk buka batalin pesan susah kasihan drivernya ngabisin tp respon pusat susah ayo yu can du beter dis
Mau menyampaikan keluhan susah banget Apalagi terkait transaksi yang dibatalkan oleh mitra itu sendiri karena pelanggan memilih trip hemat. Memang tidak boleh ya pelanggan memilih trip hemat? Kalo begitu untuk apa diadakan?,2,keluh susah banget kait transaksi batal mitra langgan pilih trip hemat ya langgan pilih trip hemat kalo ada
"Aplikasinya sangat membantu. Tetapi menurut saya akhir akhir ini sikap driver yang minta parkir dan spam tlfon cuma untuk konfirm dikasih apa ngga, sangat kurang mengenakan. Seolah olah pesanan gaakan dianter klo kita ga nge iyain parkir. Padahal gaperlu gitu yaa",4,aplikasi bantu sikap driver parkir spam tlfon konfirm kasih ngga kena olah pesan gaakan anter klo ga nge iyain parkir gaperlu gitu yaa
Ini udah pakai aplikasi tapi para deivernya pada nggak terima gopay maunya lewat cash mereka mengatakan perjalanan ini dihitung offline dan itu biasanya dilebihkan 15 - 25 rb jadi nggak sesuai dengan biaya aplikasi ( nggak disemua daerah seperti ini tapi saya merasakan nya sering di kota² besar ),1,udah pakai aplikasi deivernya nggak terima gopay mau cash jalan hitung offline lebih rb nggak sesuai biaya aplikasi nggak semua daerah rasa nya kota
"Saran: tambahkan fitur timeout yang secara otomatis membatalkan pesanan Gofood jika sudah terlalu terlambat, misalnya terlambat 30-45 menit. Dengan demikian, customer bisa berhenti standby menunggu pesanan dan bisa menggunakan waktunya yang berharga untuk keperluan lain seperti memasak sendiri.",1,saran tambah fitur timeout otomatis batal pesan gofood lambat lambat menit customer henti standby tunggu pesan harga perlu masak
Semakin lama semakin gk guna nih aplikasi.. Saya pesen goride.. di gambar banyak skali driver terdekat...eh nyantol nya di jepang saking jauhnya..mana skrg ongkir nya mahal banget..maaf untuk kali saya pindah ke apk sebelah gk ribet.......!!!!,1,gk nih aplikasi sen goride gambar skali driver terdekateh nyantol nya jepang saking jauhnyamana skrg ongkir nya mahal bangetmaaf kali pindah apk belah gk ribet
"Ganti rute perjalanan di tengah jalan malah kena denda 15.000 eh ditambahin lagi biaya aplikasi 10.000, dasar elit perusahaan otak udang, kepiting kikir! Bikin kebijakan baru gk kasih pengumuman apapun ke customer. Giliran di komplain malah kasih angka yang gk masuk akal. Jam padat apanya, jelas-jelas harga di aplikasi cuma beda beberapa ribu dari harga awal 48rb. Masa di aplikasi 56,500 saya malah harus bayar 81,500 (belum termasuk denda). Jarak kedua rute sama-sama 10km sekian, gk logis. Cuih",1,ganti rute jalan jalan kena denda eh ditambahin biaya aplikasi dasar elit usaha otak udang kepiting kikir bikin bijak gk kasih umum apa customer gilir komplain kasih angka gk masuk akal jam padat apa jelasjelas harga aplikasi beda ribu harga rb aplikasi bayar denda jarak rute samasama km sekian gk logis cuih
"Bre×××ek.. aplikasi erroorrr.. saya gak ada pesan,, tiba² ada yg antar gofood.. saya cek di aplikasi kok beneran ada aktivitas... lah kapan saya pesannya..???? Tolong dong admin... di bantu untuk bisa cancel pesanan yg seperti itu... jangan mikir takut rugi pedagang, mikir juga ruginya kita...",2,bre ek aplikasi erroorrr gak pesan tiba yg gofood cek aplikasi beneran aktivitas pesan tolong admin bantu cancel pesan yg mikir takut rugi dagang mikir rugi
"Nunggu Gofood hampir 2 jam malah tidak mendapatkan driver.. terus di cancel oleh pihak resto, malah di suruh pesen lagi.. pake apk bukan nya tambah praktis malah buang buang waktu aja.. uninstall deh, udah terlanjur kecewa banget sama apk ini!!",1,nunggu gofood jam driver cancel resto suruh sen pake apk nya praktis buang buang aja uninstall deh udah lanjur kecewa banget apk
"Tolong ya pesanan saya udh swjam lebih ga dianter"". Ini saya posisi nya lgi sakit lho. Saya pikir apk ini bisa membantu dngn baik. Ternyata tidak. Tolong pelayanan lebih ditingkatkan. Saya kapok pakai apk ini. Driver susah dapat padahal jarak nya hanya 3km saja. Tolong respon ya!",1,tolong ya pesan udh swjam ga anter posisi nya lgi sakit lho pikir apk bantu dngn tolong layan tingkat kapok pakai apk driver susah jarak nya km tolong respon ya
"Saya memakai promo dan memakai layanan hemat susah mendapatkan driver saya sudah menunggu selama satu jam lebih masih tidak ada driver,tiba""di aplikasi gofood mengkonfirmasi bahwa tidak bisa mencari driver dan cecancel secara tiba"" dan saya sudah nunggu dengan lama,tolong diperbaiki untuk masalah seperti ini,",1,pakai promo pakai layan hemat susah driver tunggu jam drivertibadi aplikasi gofood konfirmasi cari driver cecancel nunggu lamatolong baik
"Sudah 2x kejadian. Pertama tahun lalu, ini baru kejadian lagi. Saya sudah membatalkan perjalanan (gocar), sejam kemudian ada yg telpon driver, bilang sudah nunggu di tempat penjemputan. Sedangkan saya sudah cancel sejam yll. Kasian drivernya. Angkat telpon driver jg susah. Gimana sih gojek",1,x jadi jadi batal jalan gocar jam yg telpon driver bilang nunggu jemput cancel jam yll kasi drivernya angkat telpon driver jg susah gimana sih gojek
"Dapat driver selalu jauh, padahal ada yang dekat, pakai fitur prioritas tidak ngaruh, sekalinya dapet di cancel, nyoba aplikasi ijo sebelah malah langsung dapat ngak kebanyakan drama",1,driver pakai fitur prioritas ngaruh sekali dapet cancel nyoba aplikasi ijo belah langsung ngak banyak drama
Kalau emang susah mencari driver seharusnya bisa di cancel dong dari aplikasi ya.. Lah saya sudah nunggu 1 jam baru dapat driver.tulisan nya resto sedang menyiapkan tapi ternyata belum masuk ke driver. Itu pun harus nunggu lagi 1 jam buat proses nya... 2 jam nunggu gofood an gak datang2.parah banget sistem nya.. Tidak bisa di andalkan .,1,emang susah cari driver cancel aplikasi ya nunggu jam drivertulisan nya resto masuk driver nunggu jam proses nya jam nunggu gofood an gak parah banget sistem nya andal
